Car_ID,Brand,Model,Car_Type,Year,Fuel_Type,Transmission,Mileage,Engine_cc,Power_HP,Seats,Color,Price_INR,Condition,Owner_Type,Insurance_Status,Registration_City,Service_History,Accident_History,Car_Availability
3523,Ford,Aspire,Sedan,2021,Diesel,Manual,20.93,4460,274,5,Silver,3450713,New,3rd,Expired,Amyhaven,No,Yes,Sold
3524,Mahindra,XUV700,SUV,2019,Diesel,Manual,10.83,4662,256,8,Silver,880644,New,1st,Expired,North Mary,No,No,Available
3525,Mahindra,Thar,SUV,2018,Diesel,Automatic,20.25,2675,240,8,Blue,4055561,Used,3rd,Expired,New Yolanda,No,No,Available
3526,Volkswagen,Tiguan,SUV,2020,CNG,Manual,21.01,3480,148,8,Grey,4390488,Used,1st,Expired,Lake Krista,Yes,No,Sold
3527,Mahindra,XUV700,SUV,2021,Petrol,Manual,11.25,4887,437,4,White,1049105,Used,1st,Valid,Amyhaven,No,No,Available
3528,Ford,Figo,Hatchback,2024,Diesel,Automatic,21.53,3593,335,8,Red,4661525,New,1st,Valid,Stephaniemouth,No,Yes,Available
3529,BMW,4 Series,Coupe,2014,Diesel,Automatic,16.28,4945,282,8,Silver,1752449,New,1st,Valid,Lake Ashleyside,No,Yes,Sold
3530,BMW,4 Series,Coupe,2023,CNG,Manual,13.06,4422,443,4,Silver,3685331,New,1st,Expired,South Carloshaven,No,No,Available
3531,Toyota,bZ4X,EV,2018,CNG,Manual,24.14,1520,315,2,Red,4412360,Used,3rd,Expired,North Nancystad,Yes,No,Available
3532,Kia,Carens,SUV,2021,Petrol,Manual,21.28,2516,432,2,White,4492513,New,3rd,Expired,Lake Brian,No,Yes,Sold
3533,Nissan,Rogue,SUV,2011,Petrol,Manual,14.42,1623,280,7,Grey,3414287,New,3rd,Valid,Richmondport,Yes,No,Sold
3534,Honda,Odyssey,MPV,2022,CNG,Manual,13.73,3634,276,2,Blue,4585394,New,3rd,Valid,Lake Tiffany,Yes,No,Available
3535,Hyundai,Verna,Sedan,2015,EV,Manual,15.53,3325,286,2,Grey,1192586,New,1st,Valid,New Billymouth,Yes,No,Sold
3536,Tata,Tigor,Sedan,2024,Diesel,Manual,20.68,3981,155,2,Green,2775024,Used,2nd,Expired,South Carloshaven,Yes,Yes,Sold
3537,Skoda,Scala,Hatchback,2008,Diesel,Manual,12.81,1435,220,2,Grey,1033788,New,1st,Valid,North Mary,No,No,Sold
3538,BMW,4 Series,Coupe,2024,CNG,Automatic,12.21,3080,323,7,White,4842044,Used,1st,Valid,West Ashleyside,No,Yes,Available
3539,Volkswagen,ID.4,EV,2005,Diesel,Manual,18.35,2562,191,8,Grey,2074610,Used,3rd,Expired,Lake Ashleyside,Yes,No,Sold
3540,Honda,Jazz,Hatchback,2005,Petrol,Automatic,14.39,2243,260,8,Black,1819456,Used,2nd,Expired,South Nicholas,Yes,Yes,Sold
3541,Hyundai,i20,Hatchback,2009,Diesel,Automatic,19.39,1532,233,5,Red,4848667,Used,1st,Expired,Daniellehaven,Yes,No,Available
3542,Nissan,Leaf,EV,2012,CNG,Manual,14.77,4821,217,8,Blue,3494664,New,2nd,Valid,Amyhaven,No,Yes,Sold
3543,Hyundai,i20,Hatchback,2014,EV,Automatic,15.76,4930,374,8,White,2382406,Used,1st,Valid,Shawnshire,Yes,Yes,Available
3544,Volkswagen,ID.4,EV,2009,Petrol,Automatic,18.83,2738,378,5,Grey,4383232,Used,3rd,Valid,Hallport,No,No,Available
3545,Skoda,Scala,Hatchback,2005,Diesel,Automatic,20.91,2551,153,7,Red,2901546,New,1st,Valid,Claudiatown,No,Yes,Available
3546,Mahindra,Thar,SUV,2009,EV,Automatic,18.82,2185,85,8,White,1237425,Used,2nd,Valid,North Tiffany,Yes,No,Available
3547,Skoda,Kushaq,SUV,2014,Petrol,Automatic,21.21,4481,216,8,Green,3261793,Used,3rd,Expired,Arnoldmouth,Yes,No,Sold
3548,Mahindra,XUV700,SUV,2015,Petrol,Automatic,20.29,4036,84,2,Red,1506735,New,3rd,Valid,North Nancystad,Yes,Yes,Sold
3549,Skoda,Enyaq,EV,2006,EV,Manual,23.56,2227,160,4,Silver,2083679,Used,1st,Expired,North Gina,Yes,Yes,Available
3550,Audi,e-tron,EV,2021,CNG,Manual,10.91,1953,363,7,Silver,4458055,Used,2nd,Valid,Claudiatown,No,No,Sold
3551,Audi,e-tron,EV,2025,CNG,Manual,14.87,2945,108,5,Grey,4568214,New,3rd,Expired,Shawnshire,Yes,Yes,Sold
3552,Honda,CR-V,SUV,2022,Petrol,Automatic,23.61,3770,248,4,Grey,4330388,Used,2nd,Valid,Port Nicolefurt,No,Yes,Available
3553,MG,ZS EV Hatch,Hatchback,2010,Diesel,Automatic,12.08,1324,295,5,Silver,266204,Used,3rd,Expired,Jamieberg,No,Yes,Available
3554,Hyundai,Aura,Sedan,2009,CNG,Automatic,10.53,3872,81,2,White,1628187,Used,3rd,Valid,Daniellehaven,No,No,Available
3555,Toyota,Fortuner,SUV,2016,CNG,Manual,12.48,2183,431,5,White,3695687,Used,2nd,Valid,Velazquezmouth,No,No,Sold
3556,Volkswagen,Virtus,Sedan,2014,EV,Automatic,14.28,4624,265,7,Blue,4496277,New,3rd,Valid,Sarafort,No,Yes,Sold
3557,Kia,EV6,EV,2012,CNG,Automatic,24.26,3774,233,4,White,3846104,New,1st,Valid,New Brian,No,Yes,Sold
3558,Audi,A5,Coupe,2009,EV,Manual,15.47,4736,237,7,Red,4093933,Used,2nd,Expired,North Nancystad,No,No,Sold
3559,Hyundai,Verna,Sedan,2010,Petrol,Manual,17.9,2085,284,8,Green,2409905,New,3rd,Expired,West Ashleyside,No,Yes,Available
3560,Skoda,Scala,Hatchback,2017,CNG,Automatic,18.09,4120,355,2,Red,4929975,Used,3rd,Expired,North Nancystad,No,No,Available
3561,Hyundai,Creta,SUV,2015,Petrol,Automatic,24.19,1033,179,4,White,4507261,Used,3rd,Valid,East Johnchester,Yes,Yes,Available
3562,Audi,A5 Cabriolet,Convertible,2012,EV,Automatic,13.47,4893,161,8,Blue,3386479,Used,2nd,Valid,New Brian,No,No,Available
3563,Nissan,Leaf,EV,2013,Diesel,Automatic,22.49,4216,93,2,Blue,410105,Used,2nd,Expired,West Ashleyside,Yes,No,Available
3564,Renault,K-ZE,EV,2018,EV,Automatic,22.79,3713,394,8,Silver,2376420,Used,3rd,Expired,North Nancystad,No,No,Available
3565,Ford,Mustang Mach-E,EV,2008,EV,Automatic,24.31,2431,275,2,Grey,1183434,New,3rd,Valid,South Michaelmouth,No,No,Available
3566,MG,Hector,SUV,2008,Petrol,Automatic,23.31,2530,63,2,Green,4145318,Used,3rd,Valid,Shawnshire,Yes,No,Sold
3567,Kia,Carnival,SUV,2019,Petrol,Automatic,12.72,4286,418,2,Grey,983141,Used,1st,Expired,East Johnchester,Yes,No,Available
3568,Tata,Nexon EV,EV,2019,CNG,Automatic,23.06,2573,222,8,Grey,1000750,New,1st,Expired,West Michaelfurt,Yes,Yes,Sold
3569,Mercedes,C-Class,Sedan,2019,Petrol,Automatic,19.58,1926,399,7,Green,3141654,Used,2nd,Expired,Lake Krista,No,Yes,Sold
3570,Tata,Tiago,Hatchback,2020,EV,Automatic,22.61,1339,293,5,Red,1230351,New,1st,Valid,Lake Ashleyside,No,Yes,Sold
3571,Maruti,Ertiga,SUV,2022,CNG,Automatic,10.25,3255,303,8,Grey,626223,New,3rd,Valid,North Mary,Yes,No,Sold
3572,Maruti,Baleno,Hatchback,2016,Diesel,Automatic,10.84,1774,59,2,Black,4809243,New,2nd,Expired,Graybury,No,Yes,Sold
3573,Nissan,Leaf,EV,2005,Petrol,Manual,20.17,2229,120,8,Silver,136271,New,1st,Valid,Lake Brian,No,Yes,Sold
3574,Audi,A5 Cabriolet,Convertible,2009,EV,Automatic,12.05,1313,294,4,Black,2616974,Used,2nd,Valid,Jamieberg,No,Yes,Available
3575,Toyota,Innova Crysta,SUV,2018,EV,Manual,21.18,950,56,5,Silver,1155646,New,1st,Expired,New Brian,No,No,Available
3576,Hyundai,i10,Hatchback,2021,Petrol,Manual,12.91,4476,411,8,Silver,406345,New,3rd,Valid,Lake Tiffany,No,Yes,Available
3577,Nissan,Micra,Hatchback,2011,CNG,Manual,16.15,4439,262,4,Blue,3503972,Used,2nd,Expired,Lake Brian,Yes,No,Available
3578,Hyundai,i20,Hatchback,2010,EV,Automatic,23.19,2199,234,4,Red,1094075,Used,3rd,Expired,South James,No,Yes,Sold
3579,Skoda,Kodiaq,SUV,2025,Petrol,Automatic,11.02,3093,191,8,Green,3369022,Used,1st,Expired,West Isaiah,Yes,Yes,Sold
3580,Volkswagen,ID.4,EV,2014,EV,Automatic,10.8,2753,314,4,White,1232698,Used,3rd,Valid,West Ashleyside,No,No,Sold
3581,Mercedes,EQC,EV,2025,EV,Manual,22.83,1089,198,2,Black,145934,Used,2nd,Expired,Sarafort,Yes,Yes,Sold
3582,Audi,A5 Cabriolet,Convertible,2017,CNG,Automatic,15.58,4461,442,8,Black,309391,Used,2nd,Expired,Linburgh,No,No,Sold
3583,Mahindra,Marazzo,MPV,2007,EV,Manual,18.79,4934,240,8,Silver,4860116,New,1st,Valid,Port Rickyshire,Yes,Yes,Available
3584,Volkswagen,ID.4,EV,2008,CNG,Manual,16.05,1811,88,5,Green,1285726,Used,1st,Expired,South Nicholas,No,No,Available
3585,Kia,EV6,EV,2022,Diesel,Automatic,18.26,1432,412,4,Green,2826382,New,1st,Valid,North Mary,Yes,Yes,Available
3586,BMW,4 Series,Coupe,2013,EV,Manual,13.02,4316,290,5,Black,2636766,New,3rd,Valid,Robertschester,Yes,No,Available
3587,Nissan,Sunny,Sedan,2017,Petrol,Automatic,21.57,4940,280,4,Silver,4855550,New,1st,Expired,Port Mia,No,Yes,Available
3588,Renault,Triber,Sedan,2005,Diesel,Manual,21.35,2984,209,4,Grey,1937249,New,3rd,Expired,Hallport,No,Yes,Available
3589,Skoda,Kushaq,SUV,2007,CNG,Manual,11.83,2749,418,8,Green,124852,Used,2nd,Valid,New John,Yes,No,Available
3590,Kia,Carnival,SUV,2019,EV,Manual,15.97,2644,222,7,Silver,3018090,Used,3rd,Expired,Baldwinhaven,No,No,Available
3591,BMW,4 Series,Coupe,2008,Petrol,Manual,17.64,1967,266,2,Red,256666,New,2nd,Valid,Linburgh,No,Yes,Available
3592,MG,ZS EV Hatch,Hatchback,2017,EV,Automatic,14.28,3234,306,4,Blue,3980566,New,2nd,Valid,New Josephshire,Yes,No,Sold
3593,Maruti,Ertiga,SUV,2025,CNG,Manual,20.94,3449,431,7,Grey,2782387,Used,2nd,Valid,Linburgh,Yes,Yes,Available
3594,Honda,Honda e,EV,2018,Petrol,Automatic,11.44,4128,403,8,White,541016,New,3rd,Valid,East Johnchester,Yes,Yes,Available
3595,Tata,Tiago,Hatchback,2017,CNG,Manual,24.64,3993,179,5,Green,263509,Used,1st,Valid,North Mary,Yes,Yes,Available
3596,Renault,Kiger,SUV,2023,Petrol,Manual,16.23,2532,233,4,Green,251577,Used,2nd,Valid,Sarafort,Yes,No,Sold
3597,Kia,EV6,EV,2013,CNG,Manual,11.77,3264,183,7,Red,4945991,Used,1st,Expired,North Gina,No,No,Sold
3598,Mercedes,EQC,EV,2021,EV,Manual,23.14,2059,257,7,Grey,754291,New,3rd,Valid,Scottfurt,No,No,Available
3599,Toyota,Innova Crysta,SUV,2008,Petrol,Automatic,18.67,2333,355,4,Grey,1430333,New,3rd,Expired,Port Nicolefurt,Yes,No,Sold
3600,Skoda,Fabia,Hatchback,2024,Diesel,Automatic,11.64,1049,125,7,Black,4688557,Used,2nd,Expired,Amyhaven,Yes,Yes,Available
3601,Renault,Duster,SUV,2005,Petrol,Automatic,20.09,1923,55,8,Green,3190605,Used,1st,Valid,Claudiatown,No,No,Available
3602,Honda,WR-V,SUV,2025,Petrol,Automatic,13.18,3449,193,5,Silver,4631319,Used,3rd,Expired,New John,No,Yes,Available
3603,Volkswagen,Virtus,Sedan,2025,Diesel,Automatic,18.26,4153,366,8,Red,3894653,Used,3rd,Valid,Linburgh,No,No,Sold
3604,Nissan,Leaf,EV,2005,Diesel,Automatic,16.83,2361,94,8,Black,2132597,New,2nd,Expired,Lake Katherine,No,Yes,Available
3605,Volkswagen,ID.4,EV,2016,Petrol,Automatic,12.89,2624,257,2,White,475498,New,3rd,Expired,Hallport,No,Yes,Available
3606,Ford,Tourneo,MPV,2006,EV,Automatic,22.28,3152,113,8,Blue,4293110,Used,1st,Expired,Lake Tiffany,Yes,Yes,Available
3607,Kia,EV6,EV,2005,EV,Automatic,17.06,1287,110,7,Red,1078702,Used,1st,Expired,New Michelleshire,Yes,Yes,Available
3608,BMW,X5,SUV,2009,CNG,Manual,15.9,1356,288,8,Silver,4398318,Used,3rd,Valid,Richmondport,Yes,Yes,Available
3609,Toyota,Fortuner,SUV,2024,Petrol,Automatic,20.15,4223,334,4,Black,867448,Used,1st,Valid,Amyhaven,Yes,No,Sold
3610,Mahindra,Marazzo,MPV,2006,Petrol,Manual,14.55,4058,88,8,White,3517992,New,1st,Expired,Port Mia,No,Yes,Sold
3611,Maruti,Ertiga,MPV,2013,Diesel,Manual,13.85,4737,233,7,Blue,2558379,Used,2nd,Expired,New John,No,No,Available
3612,MG,ZS EV,SUV,2008,EV,Automatic,11.48,865,403,2,Silver,725959,Used,2nd,Expired,Jennifermouth,No,Yes,Available
3613,Maruti,WagonR EV,EV,2010,Petrol,Automatic,24.7,1718,168,8,Black,1528850,Used,3rd,Expired,Daniellehaven,No,No,Available
3614,Audi,A3,Sedan,2023,Diesel,Automatic,14.12,3958,260,2,Grey,2220339,Used,2nd,Valid,Lesterstad,Yes,No,Sold
3615,Hyundai,Kona Electric,EV,2017,EV,Manual,10.19,1700,253,8,Silver,1231356,Used,1st,Expired,West Ashleyside,No,Yes,Sold
3616,Tata,Nexon EV,EV,2018,Petrol,Automatic,11.84,2316,393,4,Blue,1531071,Used,3rd,Expired,Sarahside,Yes,Yes,Sold
3617,Volkswagen,ID.4,EV,2020,EV,Manual,17.46,1103,220,2,Blue,1677904,New,3rd,Valid,Hallport,No,Yes,Sold
3618,Volkswagen,Polo,Hatchback,2006,EV,Automatic,20.83,3925,102,2,Grey,2738870,Used,3rd,Valid,Sarahside,Yes,No,Available
3619,Toyota,Fortuner,SUV,2011,CNG,Manual,23.28,2510,215,2,Green,3896048,Used,2nd,Valid,Port Rickyshire,Yes,No,Sold
3620,Toyota,Corolla,Sedan,2006,Petrol,Manual,23.73,3015,133,4,Blue,4554088,New,2nd,Expired,North Tiffany,No,No,Available
3621,MG,ZS EV Hatch,Hatchback,2012,Petrol,Automatic,24.11,3572,104,7,White,4172504,New,2nd,Expired,New Yolanda,No,No,Available
3622,Maruti,Dzire,Sedan,2006,Petrol,Automatic,11.09,2944,293,8,Silver,2962328,Used,2nd,Expired,Jamieberg,Yes,No,Sold
3623,Mahindra,XUV700,SUV,2011,Diesel,Manual,15.59,2084,269,2,Silver,629348,New,2nd,Valid,West Isaiah,No,No,Sold
3624,Ford,Figo,Hatchback,2007,Petrol,Manual,24.02,4496,411,4,Black,3107573,Used,2nd,Expired,North Nancytown,Yes,Yes,Sold
3625,Honda,Amaze,Sedan,2024,Petrol,Manual,15.41,1735,333,5,Green,1622125,Used,1st,Valid,Port Mia,No,No,Sold
3626,Skoda,Fabia,Hatchback,2011,Petrol,Automatic,22.5,2736,126,4,Black,1347385,New,2nd,Expired,Robertschester,No,No,Sold
3627,Honda,Jazz,Hatchback,2018,Petrol,Automatic,20.29,3189,165,8,Black,656380,Used,3rd,Valid,South Nicholas,No,Yes,Available
3628,Nissan,Micra,Hatchback,2010,CNG,Automatic,16.06,3785,218,5,Green,4184616,New,1st,Expired,New Billymouth,Yes,No,Available
3629,Nissan,Leaf,EV,2005,Diesel,Manual,19.01,4423,385,2,Silver,4047778,Used,2nd,Valid,Port Mia,No,No,Available
3630,Hyundai,i20,Hatchback,2024,Diesel,Manual,23.97,2525,379,4,Red,539149,Used,3rd,Valid,South Carloshaven,No,Yes,Sold
3631,Toyota,Innova Crysta,MPV,2025,CNG,Automatic,12.46,991,95,8,Red,2787354,Used,2nd,Expired,North Nancytown,Yes,Yes,Available
3632,Hyundai,Venue,SUV,2007,EV,Manual,20.26,4822,360,5,Blue,3521457,New,2nd,Expired,East Johnchester,No,Yes,Available
3633,Volkswagen,T-Roc,SUV,2020,Petrol,Automatic,11.13,4471,432,5,Red,2343494,New,3rd,Valid,Port Rickyshire,No,Yes,Available
3634,Mercedes,C-Class Coupe,Coupe,2012,Petrol,Manual,11.63,4328,168,2,Grey,2410478,Used,1st,Expired,Sarafort,No,Yes,Available
3635,Nissan,Sunny,Sedan,2009,Diesel,Automatic,14.83,3207,106,5,Green,4786868,New,2nd,Expired,North Tiffany,Yes,Yes,Available
3636,Maruti,Ertiga,MPV,2015,Petrol,Automatic,10.35,3627,153,5,Grey,311633,New,1st,Expired,New John,Yes,Yes,Sold
3637,Hyundai,Venue,SUV,2012,EV,Manual,17.51,2221,280,2,Blue,156431,New,3rd,Expired,Stephaniemouth,Yes,Yes,Sold
3638,Skoda,Kodiaq,SUV,2008,EV,Automatic,11.91,1863,347,8,Red,2760544,New,1st,Valid,Sarafort,No,Yes,Available
3639,Tata,Altroz,Hatchback,2005,Diesel,Automatic,20.41,3980,53,8,White,4398598,Used,3rd,Valid,Amyhaven,No,No,Sold
3640,Nissan,Leaf,EV,2017,Diesel,Manual,13.28,2003,400,5,Grey,3464894,Used,3rd,Valid,Port Rickyshire,No,No,Available
3641,Honda,Jazz,Hatchback,2024,EV,Automatic,18.61,4749,95,2,Green,101954,New,1st,Valid,Sarahside,Yes,No,Available
3642,Mahindra,Thar,SUV,2019,CNG,Manual,11.16,3563,77,4,Silver,2101937,New,1st,Valid,North Bethanyville,No,Yes,Sold
3643,Hyundai,Kona Electric,EV,2014,Diesel,Automatic,15.05,1776,336,2,Silver,1126725,Used,1st,Expired,New Josephshire,No,No,Available
3644,Toyota,Fortuner,SUV,2018,CNG,Automatic,21.02,1553,295,7,Grey,3845738,Used,2nd,Expired,Scottfurt,No,No,Sold
3645,Skoda,Scala,Hatchback,2006,Diesel,Manual,19.42,2494,347,2,Grey,191387,New,3rd,Valid,Scottfurt,Yes,No,Sold
3646,Kia,EV6,EV,2008,EV,Manual,20.42,4984,115,4,Grey,1974396,Used,3rd,Valid,Shawnshire,Yes,Yes,Available
3647,Toyota,Corolla,Sedan,2020,Diesel,Manual,22.55,3393,314,2,Green,1563389,New,3rd,Expired,South Monica,Yes,Yes,Sold
3648,Hyundai,i10,Hatchback,2019,EV,Automatic,16.44,983,236,5,Red,1463941,New,1st,Expired,Scottfurt,No,Yes,Sold
3649,Kia,Picanto,Hatchback,2025,CNG,Manual,24.89,1295,394,2,Grey,3475150,New,2nd,Expired,Lesterstad,No,No,Available
3650,Ford,Figo,Hatchback,2011,Petrol,Manual,10.65,2327,222,4,Red,4327596,New,1st,Valid,Velazquezmouth,Yes,No,Sold
3651,Maruti,Ertiga,MPV,2023,Diesel,Automatic,10.76,3188,64,2,Black,141526,Used,1st,Expired,Port Mia,Yes,No,Sold
3652,Volkswagen,Virtus,Sedan,2010,EV,Automatic,17.3,1465,286,4,Grey,3154649,New,1st,Valid,Scottfurt,Yes,No,Available
3653,MG,ZS EV,SUV,2013,CNG,Manual,15.84,1000,330,7,Red,2833343,Used,1st,Valid,Sarahside,No,Yes,Available
3654,Skoda,Octavia,Sedan,2010,CNG,Automatic,23.94,4626,272,5,Green,2322725,New,1st,Expired,North Tiffany,Yes,Yes,Sold
3655,Mahindra,Thar,SUV,2014,CNG,Manual,14.45,2519,302,5,Blue,1224651,New,3rd,Expired,East Johnchester,No,No,Available
3656,Mahindra,Marazzo EV,MPV,2017,Diesel,Manual,13.48,1750,334,8,Red,3328645,Used,1st,Expired,South Nicholas,Yes,No,Sold
3657,Mercedes,C-Class Coupe,Coupe,2009,Petrol,Automatic,16.11,4909,222,5,Blue,2645916,New,1st,Expired,New Josephshire,Yes,No,Available
3658,MG,Hector,SUV,2011,EV,Manual,19.21,2954,386,8,Black,3756213,New,2nd,Expired,Sarafort,Yes,No,Sold
3659,Nissan,Micra,Hatchback,2021,Diesel,Automatic,20.17,3615,113,4,White,893632,Used,1st,Expired,South Michaelmouth,Yes,No,Available
3660,BMW,Z4,Convertible,2007,Diesel,Manual,21.82,1345,239,5,Silver,3113800,Used,1st,Expired,Lake Ashleyside,No,Yes,Sold
3661,Hyundai,Creta,SUV,2013,CNG,Automatic,24.71,3368,135,8,Silver,342355,New,3rd,Valid,Richmondport,No,Yes,Available
3662,Toyota,Corolla,Sedan,2012,Diesel,Manual,22.56,3557,234,7,Grey,3776390,Used,2nd,Expired,Hallport,No,Yes,Sold
3663,BMW,Z4,Convertible,2020,CNG,Manual,19.23,2882,124,7,Black,3043626,New,3rd,Valid,Jamieberg,No,No,Available
3664,Audi,A6,Sedan,2018,CNG,Automatic,12.11,3753,125,4,Black,4259785,New,2nd,Expired,East Johnchester,Yes,Yes,Sold
3665,Honda,Jazz,Hatchback,2023,Diesel,Automatic,15.41,4411,176,5,Red,3757887,Used,2nd,Valid,Jamieberg,Yes,No,Available
3666,Tata,Tigor,Sedan,2021,Diesel,Manual,17.38,2611,151,2,Red,1107268,Used,3rd,Valid,Sarahside,Yes,No,Available
3667,Mercedes,EQC,EV,2023,Diesel,Manual,18.34,2920,439,7,Silver,1413800,New,2nd,Expired,New John,Yes,Yes,Sold
3668,Audi,A4,Sedan,2018,EV,Manual,23.44,4615,367,8,Silver,2388878,New,2nd,Expired,South Monica,No,No,Sold
3669,Ford,Aspire,Sedan,2022,Petrol,Automatic,10.07,2746,122,5,Green,1723846,Used,3rd,Valid,New John,Yes,No,Available
3670,Maruti,WagonR EV,EV,2017,CNG,Automatic,12.97,920,364,4,Silver,4972172,Used,2nd,Expired,Lake Krista,Yes,No,Available
3671,Maruti,Ertiga,MPV,2025,CNG,Manual,19.76,4301,306,4,Grey,1278526,New,3rd,Expired,North Gina,Yes,Yes,Sold
3672,Maruti,Ertiga,MPV,2006,Petrol,Manual,18.88,2008,369,4,Silver,689374,New,2nd,Expired,North Gina,Yes,Yes,Sold
3673,Kia,Seltos,SUV,2017,CNG,Manual,23.64,3491,167,4,Silver,3568601,Used,1st,Expired,Lake Tiffany,Yes,Yes,Sold
3674,Nissan,Rogue,SUV,2023,Diesel,Automatic,22.27,4239,446,2,Grey,4934794,Used,2nd,Valid,New Billymouth,No,No,Available
3675,Renault,Triber,Sedan,2015,CNG,Manual,16.04,3195,69,8,Red,1346476,Used,1st,Valid,Sarafort,Yes,No,Available
3676,Ford,Aspire,Sedan,2015,CNG,Automatic,14.4,3720,134,5,Red,4959222,Used,1st,Valid,Lake Ashleyside,No,No,Sold
3677,MG,ZS EV Hatch,Hatchback,2005,Petrol,Manual,18.27,3031,172,5,White,3146887,New,2nd,Valid,Lake Katherine,No,No,Sold
3678,Volkswagen,Virtus,Sedan,2016,EV,Manual,19.37,3768,124,7,Black,3666578,Used,2nd,Valid,East Johnchester,Yes,Yes,Sold
3679,Renault,Kiger,SUV,2023,CNG,Manual,19.88,963,420,8,Grey,4219386,New,2nd,Valid,Jennifermouth,No,No,Sold
3680,MG,Hector,SUV,2023,EV,Manual,11.53,3562,333,4,Red,3530882,Used,1st,Valid,Scottfurt,No,No,Sold
3681,Volkswagen,T-Roc,SUV,2005,Petrol,Automatic,22.3,2151,403,8,Red,1436310,New,1st,Expired,Linburgh,No,Yes,Sold
3682,Skoda,Enyaq,EV,2014,EV,Manual,11.91,1513,263,4,Black,2578542,Used,3rd,Expired,West Michaelfurt,Yes,Yes,Available
3683,Skoda,Fabia,Hatchback,2005,CNG,Automatic,23.55,937,431,4,Blue,2983237,New,1st,Valid,South Carloshaven,No,No,Available
3684,BMW,X1,SUV,2021,Diesel,Automatic,14.45,1693,385,5,Red,2137500,New,1st,Expired,New Josephshire,Yes,Yes,Available
3685,Toyota,Innova Crysta,MPV,2015,Diesel,Manual,23.47,3814,365,2,Blue,4989437,Used,3rd,Valid,Lake Krista,Yes,No,Sold
3686,Renault,Triber,Sedan,2014,Petrol,Automatic,17.05,3407,88,2,Green,534728,New,3rd,Valid,North Tiffany,Yes,No,Sold
3687,BMW,X1,SUV,2019,CNG,Manual,13.28,4607,395,2,Red,3008821,Used,3rd,Expired,West Ashleyside,No,No,Available
3688,BMW,4 Series,Coupe,2010,Diesel,Automatic,15.98,4957,59,2,White,3143940,New,1st,Expired,Shawnshire,Yes,No,Available
3689,Mercedes,EQC,EV,2020,CNG,Manual,22.36,1049,423,8,Red,1063643,Used,3rd,Valid,Stephaniemouth,No,No,Available
3690,Ford,Fusion,Sedan,2005,Diesel,Automatic,14.48,3005,162,5,Grey,1693419,Used,3rd,Valid,New Michelleshire,No,Yes,Available
3691,Kia,Carnival,SUV,2019,Petrol,Automatic,10.92,3462,413,7,Green,1008019,New,3rd,Expired,Scottfurt,No,Yes,Sold
3692,Toyota,Glanza,Hatchback,2012,CNG,Automatic,14.19,2304,300,5,Black,4913269,New,1st,Expired,New Billymouth,Yes,Yes,Available
3693,Skoda,Kodiaq,SUV,2019,CNG,Manual,14.75,3889,292,2,Grey,996081,Used,3rd,Valid,Linburgh,Yes,Yes,Sold
3694,Audi,Q7,SUV,2016,EV,Automatic,23.46,1274,179,5,White,2352685,Used,3rd,Valid,Lake Ashleyside,No,No,Sold
3695,Tata,Punch,SUV,2021,CNG,Manual,18.99,4448,448,2,Blue,3516124,Used,1st,Expired,New John,No,No,Available
3696,BMW,X5,SUV,2016,EV,Manual,11.67,4689,186,2,Blue,4033861,New,3rd,Valid,Sarafort,No,Yes,Sold
3697,Audi,A5 Cabriolet,Convertible,2007,CNG,Manual,10.33,4940,380,2,Grey,1208916,New,1st,Expired,South Monica,No,Yes,Available
3698,Renault,Triber,Sedan,2014,Diesel,Automatic,18.31,2839,128,4,Silver,3066791,New,1st,Valid,Lake Brian,Yes,Yes,Sold
3699,Renault,Triber,Sedan,2024,Petrol,Manual,14.89,2013,179,8,Black,3591564,Used,1st,Valid,Velazquezmouth,Yes,Yes,Sold
3700,Hyundai,Creta,SUV,2024,Petrol,Manual,16.91,2032,421,7,White,3573171,Used,2nd,Valid,Jennifermouth,Yes,No,Sold
3701,Tata,Tigor,Sedan,2016,Diesel,Automatic,16.31,3132,134,2,Red,4969558,Used,2nd,Valid,Lesterstad,No,No,Available
3702,Audi,A5,Coupe,2019,CNG,Automatic,14,4235,153,5,Red,1710949,Used,2nd,Valid,New Josephshire,Yes,Yes,Available
3703,MG,ZS EV Hatch,Hatchback,2006,CNG,Automatic,14.32,2500,104,5,White,3853895,Used,3rd,Valid,Stephaniemouth,Yes,No,Sold
3704,Tata,Nexon EV,EV,2022,EV,Automatic,21.62,1357,248,2,Silver,1637340,Used,1st,Valid,Daniellehaven,Yes,No,Available
3705,BMW,5 Series,Sedan,2008,Petrol,Automatic,17.97,1414,66,5,Grey,286094,Used,1st,Expired,Daniellehaven,No,No,Available
3706,Ford,Tourneo,MPV,2015,CNG,Automatic,16.56,2382,285,2,Green,390873,New,3rd,Valid,Velazquezmouth,Yes,Yes,Sold
3707,Mahindra,Marazzo,MPV,2015,Diesel,Manual,10.01,2049,122,8,White,2955982,New,1st,Valid,Hallport,Yes,Yes,Available
3708,Tata,Tigor,Sedan,2022,Petrol,Manual,15.17,3508,252,4,White,3437891,Used,2nd,Expired,Jamieberg,Yes,Yes,Available
3709,Maruti,Alto,Hatchback,2013,CNG,Manual,23.22,1600,436,7,Green,2179808,New,3rd,Valid,Lake Tiffany,Yes,No,Available
